nif,empresa,licitaciones_ganadas,importe_total,ultima_adjudicacion
B04709390,"VIATORPLUSULTRA, S.L.",21,258470209,2024-12-09 00:00:00+00
A80534266,"Epicom, S.A.",21,1893412195,2024-12-03 00:00:00+00
B31737422,ACCIONA GREEN ENERGY S.L.U,21,155053175998,2024-12-03 00:00:00+00
A28006377,SIEMENS.S.A,21,311076486,2024-11-30 00:00:00+00
B87144788,"ADARQTEC OBRAS 2014, S.L.",21,104717912,2024-11-28 00:00:00+00
A32118705,"MISTURAS, S.A.",21,1972015378,2024-11-07 00:00:00+00
B96889993,"ACTIVIDADES DE TRASNPORTE Y SERVICIOS ALTIPLANO, S.L",21,75746412,2024-10-04 00:00:00+00
B86466448,"Deloitte Advisory, SL",21,227241900,2024-06-20 00:00:00+00
B34133991,AUTOCARES CALVO E HIJOS S.L.,20,51723583,2026-06-01 00:00:00+00
B36743714,"CASA PEPE VIGO, SL",20,133087276,2026-06-01 00:00:00+00
B35329960,"Marcial Fernández Betancort, S.L.",20,73300735,2026-05-29 00:00:00+00
B04984993,"PAROVESA INGENIERÍA, ARQUITECTURA Y SERVICIOS, S.L.",20,52914341,2026-05-28 00:00:00+00
A04975934,kyndryl España S.A.U,20,4292618728,2026-05-28 00:00:00+00
B83649632,"SANIVIDA, S.L.",20,3208749311,2026-05-28 00:00:00+00
A58486739,"GRAU MAQUINARIA I SERVEI INTEGRAL, S.A.",20,431795459,2026-05-28 00:00:00+00
B46699864,Ascensores Pertor S.L.,20,29970244,2026-05-28 00:00:00+00
B35366806,Hi Vision Producciones S.L,20,30273105,2026-05-28 00:00:00+00
B79683579,"Casco Antiguo Comercial, S.L.",20,283774425,2026-05-28 00:00:00+00
B87609657,"SIDI Consultoría y Gestión, S.L.U.",20,171294841,2026-05-28 00:00:00+00
B73945503,"SPORT PROJECT MANAGEMENT, SL",20,66050290,2026-05-27 00:00:00+00
B16323701,FRUTAS HERNAIZ HIJOS SL,20,81524493,2026-05-27 00:00:00+00
B44103729,GIFRUTA SL,20,84657350,2026-05-27 00:00:00+00
A50315936,"CONSTRUCCIONES IBERCO, S.A.",20,423509301,2026-05-27 00:00:00+00
B22009377,"HORMIGONES GRAÑEN, S.L.",20,487970072,2026-05-27 00:00:00+00
B97763312,"Excelsior Producciones, S.L:",20,56975000,2026-05-26 00:00:00+00
A41283920,PINTURAS EUROTEX S.A.,20,28364201,2026-05-26 00:00:00+00
B54758735,"Filias Innovación Social, S.L.",20,178711793,2026-05-26 00:00:00+00
B20981593,"Promociones musicales GET IN, SL",20,67081170,2026-05-25 00:00:00+00
A28872133,Vitel S.A,20,245649776,2026-05-21 00:00:00+00
B12500526,"RAVI OBRAS, TRANSPORTES Y EXCAVACIONES, S.L.",20,618645937,2026-05-21 00:00:00+00
B54620364,Teresem sl,20,243435591,2026-05-21 00:00:00+00
B83268144,"LIBRERIA JURIDICA LEX NOVA,S.L.U",20,17882544,2026-05-20 00:00:00+00
A07204647,BALEARES DE LIMPIEZAS SA,20,292125547,2026-05-20 00:00:00+00
B33411372,"PJR GESTIÓN, S.L.",20,362934022,2026-05-20 00:00:00+00
A83283861,GYOCIVIL,20,10523054424,2026-05-20 00:00:00+00
B92445493,Althenia S.L.U.,20,2140175925,2026-05-19 00:00:00+00
B98257116,Victor Tormo S.L.-Eladio Silvestre S.A.,20,3009503364,2026-05-18 00:00:00+00
B67083030,"YPSOMED DIABETES, S.L.U.",20,40232200,2026-05-15 00:00:00+00
B28157162,"BAYFER, S.L.U.",20,71867157,2026-05-13 00:00:00+00
B99304511,"CARPAS ZARAGOZA, S.L.",20,244376727,2026-05-04 00:00:00+00
B24572554,Globalia Urbanismo Integral S.L.,20,289681668,2026-04-28 00:00:00+00
B73591109,"BODYTONE INTERNATIONAL SPORT, S.L.",20,62263396,2026-04-28 00:00:00+00
A79389920,"Bio-Rad Laboratories, S.A",20,196666464,2026-04-23 00:00:00+00
A30628275,"Camar Industrial, S.A",20,503073762,2026-04-16 00:00:00+00
B26533257,"ELEROC SERVICIOS, S.L.",20,700662411,2026-04-16 00:00:00+00
B76183508,URBAN2020 S.L.,20,1077219215,2026-03-27 00:00:00+00
B28451383,"Essity Spain, S.L. (Sociedad Unipersonal)",20,71156565,2025-12-26 00:00:00+00
B00000000,VAINSA - GENERAL CONSTRUCTOR,20,5483572457,2025-02-25 00:00:00+00
B73121378,"REHABILITACIONES Y CONSTRUCCIONES GALAN E HIJOS, S.L.",20,201399092,2025-02-21 00:00:00+00
B63181440,Adtel Sistemas De Telecomunicación S.L.,20,193919517,2025-02-21 00:00:00+00
B91627661,PERFILES Y PLACAS S.L.,20,91217413,2025-02-20 00:00:00+00
A83587774,RODRIGO Y ASOCIADOS PUBLICIDAD Y COMUNICACION S.A.,20,1153309787,2025-02-17 00:00:00+00
B30527097,"QUARTO PROYECTOS, S.L.",20,537976813,2025-02-14 00:00:00+00
B59383596,"AYTOS Soluciones Informáticas, S.L.U.",20,75940047,2025-02-14 00:00:00+00
B47721840,INTEGRACION DE ACTIVIDADES MEDIOAMBIENTALES.S.L.U.,20,186108734,2025-02-14 00:00:00+00
B82338757,"Revvity España, S.L.",20,310204727,2025-02-14 00:00:00+00
B45351533,GOSADEX SL,20,1160429391,2025-02-13 00:00:00+00
A66141169,"AQUONA, GESTION DE AGUAS DE CASTILLA SAU",20,399884002,2025-02-13 00:00:00+00
B74008384,"TRABAJOS SALENSE, SL",20,443761546,2025-02-12 00:00:00+00
B92716661,"Interpraudi Auditores y Consultores, S.L.P.",20,15024908,2025-02-12 00:00:00+00
B05237615,"CYC VIAS, SL",20,333254536,2025-02-12 00:00:00+00
B29832326,"HORMIGONES AXARQUIA, S.L.",20,126622050,2025-02-11 00:00:00+00
A78557808,"Distribuidora de Material de Oficina, S.A.",20,45985304,2025-02-07 00:00:00+00
B16123671,CASTILLA ENERGIA S.L.,20,6719900,2025-02-07 00:00:00+00
B11459435,"Grupo Concert Tour Gestiones, S.L.",20,249809373,2025-02-05 00:00:00+00
B24491839,TEACHETRES SL,20,131499000,2025-02-05 00:00:00+00
B72161201,"ALSUNI SAN FERNANDO, S.L.",20,72502562,2025-02-04 00:00:00+00
A50158997,"IBÉRICA DE MANTENIMIENTO, S.A.",20,957590352,2025-02-03 00:00:00+00
B62205745,"The MathWorks, S.L.",20,235829015,2025-01-30 00:00:00+00
B93238285,DRB CARTO S.L.,20,82426841,2025-01-29 00:00:00+00
A30032205,"CONTRUCCIONES URDECON, S.A.",20,1517798019,2025-01-29 00:00:00+00
B90254756,"GRUPO TORNEO SEGURIDAD, S.L.U.",20,192080465,2025-01-29 00:00:00+00
B39019252,REDPAPEL SL,20,64766238,2025-01-28 00:00:00+00
B04173944,"Indalim, S.L.",20,44604276,2025-01-24 00:00:00+00
A28246122,"PROINTEC, S.A.U.",20,1070065645,2025-01-23 00:00:00+00
B98513260,"Sothis Servicios Tecnológicos, Slu",20,164129576,2025-01-17 00:00:00+00
B41501388,PEDREGOSA SL,20,29511426,2025-01-17 00:00:00+00
B86817343,DISTRIBUCIONES GENERALES MRC SL,20,50737350,2025-01-16 00:00:00+00
B96818828,"Broseta Abogados, S.L.P.",20,119060719,2025-01-02 00:00:00+00
B72613318,"GIL SOTO, S.L.",20,6111780,2024-12-31 00:00:00+00
B87345880,"Suma Social y Servicios, S.L.U.",20,354964640,2024-12-30 00:00:00+00
B97710347,AUTO-OCASION CORTES SL,20,129563572,2024-12-27 00:00:00+00
B73222630,"SINTRA APLICACIONES Y SERVICIOS DE PINTURA, S.L.",20,162299066,2024-12-27 00:00:00+00
B06232094,Insanex S.L.,20,114528401,2024-12-27 00:00:00+00
B58836321,"Sage Spain, S.L.",20,52683493,2024-12-20 00:00:00+00
B92042092,RAFAEL LUCENA E HIJOS.S.L,20,55968590,2024-12-16 00:00:00+00
A48093926,"ACIDEKA,S.A.",20,308965139,2024-12-12 00:00:00+00
A24019598,LINECAR S.A,20,77567016,2024-11-16 00:00:00+00
A50162700,"Gran Zufaria, S.A.",20,27146551,2024-11-11 00:00:00+00
A08031098,"COMSA, SAU",20,12323667604,2024-11-10 00:00:00+00
B09466145,Hospital Recoletas de Burgos SL,20,197170766,2024-11-05 00:00:00+00
B02980753,UNICO CM S.L.,20,83451700,2024-10-30 00:00:00+00
B91813352,"SEARO SERVICIOS GENERALES, S.L.",20,133247041,2024-10-24 00:00:00+00
B93238038,Milo Canarias Alimentación S.L.,20,42752428,2024-08-30 00:00:00+00
B18502187,"QUÍMICOS COBOS MEJIAS, S.L.",19,25606103,2026-05-28 00:00:00+00
A33912445,"ASTURSERVICIOS LA PRODUCTORA, S.A.L.",19,122630857,2026-05-28 00:00:00+00
B45532132,"EUROPREVEN SERVICIOS DE PREVENCIÓN DE RIESGOS LABORALES, S.L.",19,77190258,2026-05-27 00:00:00+00
B33947508,Talento Tranformación Digital SL,19,31796021,2026-05-27 00:00:00+00
B09218181,excavaciones mikel,19,140022132,2026-05-27 00:00:00+00
B91586529,"AXATON, S.L.",19,162413668,2026-05-27 00:00:00+00
B41170697,"Jóvenes Industriales Metalúrgicos Componentes Arahalenses, S.L.",19,207679777,2026-05-27 00:00:00+00
A26072769,"HORMIGONES ARIDOS Y EXCAVACIONES,S.A",19,184951728,2026-05-27 00:00:00+00
B46669362,RECAMBIOS COLON CATARROJA SL,19,17420799,2026-05-26 00:00:00+00
B07698921,EXCAVACIONES MOLL S.L.,19,34456044,2026-05-26 00:00:00+00
A81655540,"Multiservicios Tecnológicos, S.A.",19,175587466,2026-05-26 00:00:00+00
B36816189,CONSTRUCCIONES CASTRO FIGUEIRO SLU,19,963020478,2026-05-25 00:00:00+00
B96235940,"SIMA SERVICIOS INTEGRALES ALONSO, S.L.",19,421648189,2026-05-25 00:00:00+00
B30495345,"INICIATIVAS LOCALES,S.L.",19,118508964,2026-05-25 00:00:00+00
A78051984,"VISEGUR, S.A.",19,685643890,2026-05-22 00:00:00+00
B98299993,SEVEN OFFICE SL,19,19070033,2026-05-21 00:00:00+00
A15148653,DESARROLLOS TECNICOS INDUSTRIALES DE GALICIA SA,19,1024396116,2026-05-21 00:00:00+00
A08514986,Reference Laboratory SA,19,936161191,2026-05-21 00:00:00+00
B01694579,"W2M CORPORATE, S.L.U.",19,381492248,2026-05-21 00:00:00+00
B81035651,"EASA NAVAL, SL",19,92383400,2026-05-20 00:00:00+00
B84396167,"International Supply Management, S.L.,",19,580858766,2026-05-20 00:00:00+00
A45589595,COMPAÑÍA GENERAL DE CONSTRUCCIÓN ABALDO S.A.,19,3898238000,2026-05-20 00:00:00+00
B23313257,"PAVIMENTACIONES MORALES, S.L.",19,763456637,2026-05-20 00:00:00+00
A50851823,"MAETEL INSTALACIONES Y SERVICIOS INDUSTRIALES, S.A.",19,267844704,2026-05-18 00:00:00+00
B84382068,"IMASE SEGURIDAD, S.L.",19,127317028,2026-05-18 00:00:00+00
B34244475,"TRABAJOS AL MEDIO NATURAL, S.L. (AGROFERSAL)",19,87293204,2026-05-11 00:00:00+00
A07405681,"ANTONIO GOMILA, S.A.",19,2652357032,2026-05-08 00:00:00+00
A81142358,"PIXELWARE, S.A.",19,479250000,2026-05-05 00:00:00+00
B54814140,"ASFALTOS Y CONSTRUCCIONES AITANA, SL",19,245442812,2026-05-04 00:00:00+00
B87615100,"DXC Technology Servicios España, S.L.U.",19,1630469713,2026-04-30 00:00:00+00
B02507143,"TAXIS Y AMBULANCIAS HABICHUELA, SL",19,121585105,2026-04-27 00:00:00+00
B63225478,"SAICE, S.L.",19,102919598,2026-04-16 00:00:00+00
B14414692,"Hormigones El Peñón, S.L.",19,70409350,2026-03-12 00:00:00+00
B61782801,EFS MANTENIMIENTO Y SERVICIOS TECNICOS SL,19,1268276340,2026-02-23 00:00:00+00
B45717451,SERTEC INGENIERIA Y OBRAS SL,19,415251468,2026-01-21 00:00:00+00
A60389442,"COMPAÑIA MAQUINARIA 93, S.A.",19,125650500,2025-02-24 00:00:00+00
B98238827,"WASTERENT, S.L.",19,1510920780,2025-02-21 00:00:00+00
B36237477,"TESIS GALICIA, S.L.",19,66181015,2025-02-20 00:00:00+00
B74278425,SUMINISTROS HURLE S.L.,19,7081010,2025-02-20 00:00:00+00
B19242049,"NEW ENERGY CONCEPT 2020, SL",19,207142727,2025-02-19 00:00:00+00
A11029279,"SIGNE, S.A.",19,177752444,2025-02-19 00:00:00+00
B96330725,"Entidad Maya, S.L.",19,60734670,2025-02-19 00:00:00+00
B50720457,CONSTRUCCIONES CAMÓN GALLEGO S.L.U.,19,282664262,2025-02-19 00:00:00+00
A91249631,Geotexan SA,19,73033567,2025-02-18 00:00:00+00
A83135111,GRUPO MECÁNICA EL VUELO SISTEMAS (GMV),19,946152761,2025-02-18 00:00:00+00
A33467325,"Dismusa, Distribuciones Muñón SA",19,248919490,2025-02-17 00:00:00+00
A58379629,"SAP ESPAÑA, S.A.",19,709425610,2025-02-17 00:00:00+00
B14372866,"Construcciones Antroju, S.L.",19,335855417,2025-02-16 00:00:00+00
A28011864,Segurcaixa Adeslas S.A. de Seguros y Reaseguros,19,138254417,2025-02-14 00:00:00+00
B97435903,"MDOSB COMUNICACIÓN,S.L",19,338681698,2025-02-13 00:00:00+00
B07047525,"Adalmo, SL",19,177495773,2025-02-12 00:00:00+00
A03443801,"AGLOMERADOS LOS SERRANOS, SAU",19,822459567,2025-02-11 00:00:00+00
B80444508,"Fibratel, S.L.",19,301339938,2025-02-11 00:00:00+00
B06808380,"CRISAN SPORT & BEAUTY, S.L.",19,138744729,2025-02-07 00:00:00+00
A58112590,Salter sport SA,19,142630589,2025-02-05 00:00:00+00
A50004209,DKV Seguros y Reaseguros S.A.E,19,65288891528,2025-01-31 00:00:00+00
B79154019,"VIFRUSA,SL",19,171477617,2025-01-29 00:00:00+00
B11460086,"ANTONIO LÓPEZ CANO, S.L.",19,118682789,2025-01-28 00:00:00+00
A15093081,"ESTUDIO TÉCNICO GALLEGO, S.A.",19,70803600,2025-01-27 00:00:00+00
B36584092,SAIDRES DE TRASDEZA SL,19,256518800,2025-01-22 00:00:00+00
B04539201,"TRANSFORMACIONES AGRICOLAS Y OBRAS, S.L.",19,111198000,2025-01-22 00:00:00+00
A61722740,"DESARROLLO, ORGANIZACIÓN Y MOVILIDAD, S.A.",19,179375121,2025-01-22 00:00:00+00
B72540750,"Clanesar, SL",19,17718120,2025-01-17 00:00:00+00
B73416067,JEVEAL INGENIERÍA Y SEGURIDAD,19,3008100,2025-01-08 00:00:00+00
B93412351,"Ingeniería, Gestión Energética y Estudio de Obras S.L.",19,178292823,2025-01-07 00:00:00+00
B98835390,APER AMBIENT SL,19,226624329,2024-12-30 00:00:00+00
B18878645,"Syco Integración de Sistemas. Gestión de Energía. Seguridad, S.R.L.",19,74925009,2024-12-27 00:00:00+00
B98458425,"ANTILIA OBRAS Y PROYECTOS, S.L.",19,168461330,2024-12-26 00:00:00+00
B56285422,oceans espectaculos s.l,19,30305642,2024-12-26 00:00:00+00
B73800633,"INVEMAT LEVANTE, SL",19,176951493,2024-12-20 00:00:00+00
A28303485,"fain ascensores, s.a.",19,122540926,2024-12-20 00:00:00+00
B38280764,"TRANSPORTES BARRERA CHINEA, S.L.U.",19,39119324,2024-12-17 00:00:00+00
B03918422,"MAFER OBRA CIVIL,S.L.",19,73555925,2024-12-16 00:00:00+00
B80419922,"TOYOTA ESPAÑA, S.L.U.",19,1053493208,2024-12-13 00:00:00+00
A92602416,Los Pinares Vivero Municipal de Torremolinos S.A.,19,4327401,2024-12-12 00:00:00+00
A47001961,"LA REGIONAL VALLISOLETANA, SAU",19,91349961,2024-12-10 00:00:00+00
A24004293,"Autobuses Urbanos de Ponferrada, S.A.",19,706659579,2024-11-29 00:00:00+00
B15496219,"EXCAVACIONES Y OBRAS CANDAL, S.L.",19,193626503,2024-11-28 00:00:00+00
B27397744,iacobus via slu,19,43244300,2024-11-27 00:00:00+00
B78510153,"KPMG Auditores, S.L.",19,890653726,2024-11-26 00:00:00+00
B05291463,margal21,19,38736500,2024-11-25 00:00:00+00
B29116084,SUMINISROS INDUSTRIALES MATALO,19,35202289,2024-11-22 00:00:00+00
B39448147,"ARCHIVOS CANTABRIA, S.L.",19,73929505,2024-11-21 00:00:00+00
A28567378,Equipos Industriales de Manutención S.A.,19,939339484,2024-11-21 00:00:00+00
B30760615,J.P.ALCARAZ ELECTRÓNICA S.L.,19,260518932,2024-11-20 00:00:00+00
A28976306,"EMPRESA CONSTRUCTURA EJUCA, S.A.",19,145128910,2024-11-20 00:00:00+00
A47002746,empresa cabrero sa,19,76972424,2024-11-18 00:00:00+00
B45540846,"Aema Hispánica, SL",19,346896455,2024-11-12 00:00:00+00
A37204591,"ZAMORA SALAMANCA, S.A.U.",19,41726400,2024-11-12 00:00:00+00
B22289466,CONSTRUCTORA DEL SOBRARBE ALMUNIA SL,19,205479192,2024-11-04 00:00:00+00
B46877551,"ORSAL INFORMATICA, S.L.",18,216567710,2026-06-01 00:00:00+00
A14099022,"PORGESA, SA.",18,218399000,2026-06-01 00:00:00+00
A28900975,"FCC Ámbito, S.A.",18,1762737705,2026-05-29 00:00:00+00
A46609541,ACCIONA MEDIOAMBIENTE SA,18,2430303473,2026-05-29 00:00:00+00
A04227757,ALMERIMATIK SISTEMAS INFORMATICOS SAU,18,65405623,2026-05-29 00:00:00+00
B02663250,"General Elevadores XXI, S.L.",18,47710109,2026-05-28 00:00:00+00
A59919480,IMAN Seguridad S.A.,18,1699058804,2026-05-28 00:00:00+00
B02522381,Neopark CLM 2011 S.L,18,98875527,2026-05-28 00:00:00+00
B38299012,MANUEL OLIVERA RODRÍGUEZ SL,18,48845172,2026-05-28 00:00:00+00
B13572755,Quality Sport 2014 SL.,18,209958381,2026-05-28 00:00:00+00
B85837078,"HALLON INTELLIGENCE, S.L.",18,49610917,2026-05-27 00:00:00+00
B54787718,"INGEMIA OFICINA TÉCNICA, SLU",18,6092438,2026-05-27 00:00:00+00
A87803862,TotalEnergies Electricidad y Gas SAU,18,6172615063,2026-05-27 00:00:00+00
B47707583,"Desarrollo Aplicaciones Tarjeta Inteligente, S.L.",18,35828270,2026-05-27 00:00:00+00
B96954078,"Edwards Lifesciences, S.L.",18,428561720,2026-05-27 00:00:00+00
A84864941,"Drace Infraestructuras,S.A.",18,2094912763,2026-05-27 00:00:00+00
B46133575,TEINCO S.L.U.,18,110865470,2026-05-26 00:00:00+00
B41984303,"ROMIAN PRODUCCIONES, S.L.",18,54612772,2026-05-26 00:00:00+00
B85240646,PAISAJES SOSTENIBLES S.L.,18,762732231,2026-05-26 00:00:00+00
A08513749,Electrosistemas Bach SA,18,1383482862,2026-05-26 00:00:00+00
A50028398,"Pirotecnia Zaragozana, S.A.",18,58442932,2026-05-25 00:00:00+00
B33795410,"LEGITRANS, SL",18,16375006,2026-05-25 00:00:00+00
A50046408,ARAELECTRIC SA,18,147455300,2026-05-25 00:00:00+00
B10934016,"APUS GLOBAL, S.L.",18,87304333,2026-05-22 00:00:00+00
A28388023,"Sulzer Pumps Wastewater Spain, S.A.",18,97360283,2026-05-22 00:00:00+00
A78360955,"EUROFESA, S.A.",18,64194327,2026-05-22 00:00:00+00
B91277640,POSTIGO RESTAURACION SL,18,25861110,2026-05-22 00:00:00+00
B47736384,Astibot Ingeniería Informática Robotica Domotica S.L,18,42037910,2026-05-22 00:00:00+00
B16311748,"INFRAESTRUCTURAS Y URBANIZACIONES VALENTÍN, S.L.U.",18,127515100,2026-05-20 00:00:00+00
A20545984,"IKUSI SIS, S.A.",18,680268793,2026-05-20 00:00:00+00
A33036880,"Posada Organización, S.A.",18,129695636,2026-05-20 00:00:00+00
B52005600,SERGLOBIN SLU,18,191811357,2026-05-19 00:00:00+00
B39830252,Dinamiza Servicios Educativos SL,18,216075593,2026-05-16 00:00:00+00
B06196588,"CLINICA DIAGNÓSTICO SAN MIGUEL, S.L.",18,24130058,2026-05-14 00:00:00+00
B21477500,INFRAESTRUCTURAS Y OBRAS ANDALUCIA OCCIDENTAL S.L.,18,47754000,2026-05-13 00:00:00+00
B99355224,"AGAPITO URBAN INDUSTRIES, S.L.",18,177485725,2026-05-11 00:00:00+00
A03417086,"Autos Marcos, S. A.",18,338242876,2026-04-30 00:00:00+00
B45826104,"CAFESA DIVISIÓN COMERCIAL, S.L.",18,181607503,2026-04-30 00:00:00+00
A81070864,"Computers & Communications, Aeromarine S.A.",18,396224900,2026-04-23 00:00:00+00
A28030062,"Fábrica Española de Confecciones, S.A. (FECSA)",18,1762024033,2026-04-17 00:00:00+00
A11477403,"GADITANA DE ASFALTOS, S.A.",18,482201253,2026-04-08 00:00:00+00
A83637074,Maintenance Development S.A.,18,304969220,2026-03-06 00:00:00+00
B41412925,"COANDA, SL",18,119491800,2026-03-06 00:00:00+00
B42791103,TG4 Consultores AEC S.L.,18,43771204,2025-12-05 00:00:00+00
B35294743,"Audioluz Canarias, S.L.",18,210677589,2025-12-02 00:00:00+00
B06624464,"APIMET CONSTRUCCIONES AUTOPORTANTES, S. L.",18,454361486,2025-11-12 00:00:00+00
B70568191,"NOTACOOLCOMPANY, SL",18,58174061,2025-10-21 00:00:00+00
B72909815,GSG METRICS SL - NYURON SYNAPTICS SL,18,115787106,2025-10-03 00:00:00+00
B21558945,GESTION Y MANTENIMIENTOS ALFERRO SL,18,244046641,2025-09-17 00:00:00+00
B91943316,Microlibre Producciones S.L.,18,50219900,2025-09-11 00:00:00+00
B73762031,"VECTORIS, S.L.",18,325818472,2025-08-02 00:00:00+00
B44100170,"Construcciones y Excavaciones LECHA, S.L.",18,226577972,2025-06-06 00:00:00+00
B50158468,Compañia de Vigilancia Aragonesa S.L (COVIAR),18,499843416,2025-02-26 00:00:00+00
B11371077,"PLANNING ORGANIZACIÓN DE PROYECTOS, S.L.",18,60978500,2025-02-25 00:00:00+00
B45814266,"IENERPRO 2014, SL",18,165004651,2025-02-25 00:00:00+00
B06693618,STRATA PAVIMENTOS SLU,18,229296403,2025-02-21 00:00:00+00
A96157011,"Gestión Integral de Residuos Sólidos, SA",18,234836598,2025-02-19 00:00:00+00
B91882027,Modo Caste S.L.,18,168350332,2025-02-19 00:00:00+00
A78913431,"Enclavamientos y señalización ferroviaria ENYSE, S.A.U.",18,3193904692,2025-02-19 00:00:00+00
A80882020,"Estudios Gráficos Europeos, S.A. EGESA",18,262133634,2025-02-17 00:00:00+00
A08000143,banco sabadell,18,3896448417,2025-02-17 00:00:00+00
B82614215,Aula Intercultural SL,18,90719474,2025-02-13 00:00:00+00
B56003684,SEPALO SOFWARE SL,18,87245438,2025-02-12 00:00:00+00
B87738621,"Hijona Ravski, S.L.P.",18,94916183,2025-02-11 00:00:00+00
B14305155,HORMIGONES SURBETON S.L.,18,135464825,2025-02-11 00:00:00+00
B35046093,SERVICIOS INSULARES DE LIMPIEZA RADISOL S.L.,18,114057000,2025-02-10 00:00:00+00
A80461221,"Astellas Pharma, S.A.",18,726244234,2025-02-06 00:00:00+00
B91219758,"SOLTEL IT SOLUTIONS, S.L.U.",18,178893138,2025-02-06 00:00:00+00
B87887345,SEMALOR S.L.,18,43723760,2025-02-06 00:00:00+00
B70218185,"DESARROLLA OBRAS Y SERVICIOS, S.L.",18,871710081,2025-02-05 00:00:00+00
B24480782,Ferralla y Forjados Santa Cruz S.L.,18,71891105,2025-02-05 00:00:00+00
B90453127,"JICA ANDALUZA OBRAS Y SERVICIOS, S.L.",18,329842097,2025-02-05 00:00:00+00
B12226692,"TRANSPORTES QUIQUE, S.L.",18,51703581,2025-02-05 00:00:00+00
B76662014,Desarrollos Urbanos San Juan de la Rambla S.L,18,277879929,2025-02-04 00:00:00+00
B82302357,"DISEÑO, FABRICACON Y VENTA DE EQUIPOS ELETRONICOS, ELECTRICOS INFORMATICOS Y DE COMUNICAC.",18,100423096,2025-02-04 00:00:00+00
B70598255,ÁGORA RED STUDIO,18,137299284,2025-02-04 00:00:00+00
B74053240,"Norte Auditores y Asesores, S.L.",18,33454200,2025-02-04 00:00:00+00
B70607122,"INTERNACO GREEN SPACE, S.L.",18,42862693,2025-02-04 00:00:00+00
B10743110,"A SCALA OBRAS E INGENIERIA, S.L.",18,140899970,2025-02-04 00:00:00+00
B28893139,"ICA, INFORMÁTICA Y COMUNICACIONES AVANZADAS, S.L.",18,405388084,2025-02-03 00:00:00+00
B82246422,"Varian Medical Systems Ibérica, S.L.",18,4197201440,2025-01-31 00:00:00+00
B18996819,"Forward obras y medioambiente, S.L.U.",18,111068341,2025-01-30 00:00:00+00
B78970506,"Ernst & Young, S.L.",18,598861734,2025-01-30 00:00:00+00
A28297760,"Barroso Nava y Cía, S.A. ""banasa""",18,3821679933,2025-01-29 00:00:00+00
B70240320,"EVELB TÉCNICAS Y SISTEMAS, S.L",18,14795315,2025-01-27 00:00:00+00
B46209821,"MONTEJES ELÉCTRICOS ESBER, SL",18,99247134,2025-01-24 00:00:00+00
B39448303,Sanander Viajes,18,588237916,2025-01-23 00:00:00+00
A96598917,EUROPART HISPANO ALEMANA SA,18,267362943,2025-01-23 00:00:00+00
B06215057,SUMINISTROS SANTO DOMINGO SL,18,74120546,2025-01-23 00:00:00+00
B13206339,"NANI ALMADEN, SL.",18,7629715,2025-01-20 00:00:00+00
B36024933,"CONSTRUCCIONES VALE, S.L.",18,242005692,2025-01-20 00:00:00+00
A50301514,Ogisa Infraestructuras SAU,18,240588607,2025-01-18 00:00:00+00
B39772447,"CANNOR, OBRAS Y SERVICIOS DE CANTABRIA, S.L.",18,454987066,2025-01-15 00:00:00+00
B81152217,"Adler Instrumentos, S.L.",18,138596206,2025-01-08 00:00:00+00
B91792473,UTREMULTIGESTION.S.L,18,99470119,2025-01-07 00:00:00+00
A28536480,Vygon S.A.U,18,8347888,2024-12-31 00:00:00+00
B76604404,PICCONIA GEST SL,18,119114133,2024-12-30 00:00:00+00
A50118504,"Obras de construcción e instalaciones, SA",18,1114241234,2024-12-29 00:00:00+00
B98333362,"IVNOSYS SOLUCIONES,S.L.U.",18,96102631,2024-12-26 00:00:00+00
A28895118,"LIMPIEZAS GREDOS, S.A",18,193757402,2024-12-26 00:00:00+00
B90467390,HIERROS PACO REYES,18,29896634,2024-12-10 00:00:00+00
A78469434,"ANTONIO HERRAIZ, S. A.",18,56550400,2024-12-09 00:00:00+00
B86467669,"STONEX SHOW LIGHTING, SL",18,151269172,2024-12-02 00:00:00+00
B72695430,"PerkinElmer Scientific Spain, S.L.U.",18,125852088,2024-11-28 00:00:00+00
B70509252,Desbroces Casal S.L.,18,64096300,2024-11-18 00:00:00+00
B90054065,grupo considera sl,18,96759824,2024-11-05 00:00:00+00
B91107524,"GRÁFICAS TARTESSOS, SL",18,38678424,2024-10-31 00:00:00+00
B51009546,"FERRETERIAS DONCEL, S.L.",18,174004765,2024-10-25 00:00:00+00
B08732182,"SNF FLOERGER IBERICA, S.L.U.",18,157005964,2024-10-24 00:00:00+00
B13434246,"PROFORMA EJECUCIÓN DE OBRAS Y RESTAURACIONES, SL",18,3167204965,2024-10-21 00:00:00+00
B72165541,"EL SIGLO 1870, S.L.",18,851486248,2024-09-23 00:00:00+00
